id,facility_code,standby_time,time,operating_status,operating_status_start,operating_status_end,facility_fastpass_status,facility_fastpass_start,facility_fastpass_end
23229,243,NULL,"2020-02-18 20:17:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23230,246,NULL,"2020-02-18 20:17:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23231,232,NULL,"2020-02-18 20:17:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23232,231,NULL,"2020-02-18 20:17:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23233,228,NULL,"2020-02-18 20:17:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23234,227,NULL,"2020-02-18 20:17:00.000000",案内終了,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
23235,229,NULL,"2020-02-18 20:17:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23236,218,NULL,"2020-02-18 20:17:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23237,247,NULL,"2020-02-18 20:17:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23238,233,NULL,"2020-02-18 20:17:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
23239,244,NULL,"2020-02-18 20:17:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23240,245,NULL,"2020-02-18 20:17:00.000000",案内終了,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
23241,237,NULL,"2020-02-18 20:17:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23242,240,NULL,"2020-02-18 20:17:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23243,226,NULL,"2020-02-18 20:17:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23244,221,NULL,"2020-02-18 20:17:00.000000",案内終了,10:15:00.000000,18:25:00.000000,NULL,NULL,NULL
23245,242,NULL,"2020-02-18 20:17:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
23246,241,NULL,"2020-02-18 20:17:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23247,230,NULL,"2020-02-18 20:17:00.000000",案内終了,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
23248,224,NULL,"2020-02-18 20:17:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23249,219,NULL,"2020-02-18 20:17:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23287,234,NULL,"2020-02-18 20:18:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23288,202,NULL,"2020-02-18 20:18:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23289,222,NULL,"2020-02-18 20:18:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23290,236,NULL,"2020-02-18 20:18:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23291,235,NULL,"2020-02-18 20:18:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23292,220,NULL,"2020-02-18 20:18:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23293,239,NULL,"2020-02-18 20:18:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23294,238,NULL,"2020-02-18 20:18:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23295,223,NULL,"2020-02-18 20:18:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23296,243,NULL,"2020-02-18 20:18:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23297,246,NULL,"2020-02-18 20:18:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23298,232,NULL,"2020-02-18 20:18:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23299,231,NULL,"2020-02-18 20:18:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23300,228,NULL,"2020-02-18 20:18:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23301,227,NULL,"2020-02-18 20:18:00.000000",案内終了,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
23302,229,NULL,"2020-02-18 20:18:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23303,218,NULL,"2020-02-18 20:18:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23304,247,NULL,"2020-02-18 20:18:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23305,233,NULL,"2020-02-18 20:18:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
23306,244,NULL,"2020-02-18 20:18:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23307,245,NULL,"2020-02-18 20:18:00.000000",案内終了,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
23308,237,NULL,"2020-02-18 20:18:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23309,240,NULL,"2020-02-18 20:18:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23310,226,NULL,"2020-02-18 20:18:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23311,221,NULL,"2020-02-18 20:18:00.000000",案内終了,10:15:00.000000,18:25:00.000000,NULL,NULL,NULL
23312,242,NULL,"2020-02-18 20:18:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
23313,241,NULL,"2020-02-18 20:18:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23314,230,NULL,"2020-02-18 20:18:00.000000",案内終了,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
23315,224,NULL,"2020-02-18 20:18:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23316,219,NULL,"2020-02-18 20:18:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23354,234,NULL,"2020-02-18 20:19:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23355,202,NULL,"2020-02-18 20:19:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23356,222,NULL,"2020-02-18 20:19:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23357,236,NULL,"2020-02-18 20:19:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23358,235,NULL,"2020-02-18 20:19:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23359,220,NULL,"2020-02-18 20:19:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23360,239,NULL,"2020-02-18 20:19:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23361,238,NULL,"2020-02-18 20:19:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23362,223,NULL,"2020-02-18 20:19:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23363,243,NULL,"2020-02-18 20:19:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23364,246,NULL,"2020-02-18 20:19:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23365,232,NULL,"2020-02-18 20:19:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23366,231,NULL,"2020-02-18 20:19:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23367,228,NULL,"2020-02-18 20:19:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23368,227,NULL,"2020-02-18 20:19:00.000000",案内終了,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
23369,229,NULL,"2020-02-18 20:19:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23370,218,NULL,"2020-02-18 20:19:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23371,247,NULL,"2020-02-18 20:19:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23372,233,NULL,"2020-02-18 20:19:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
23373,244,NULL,"2020-02-18 20:19:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23374,245,NULL,"2020-02-18 20:19:00.000000",案内終了,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
23375,237,NULL,"2020-02-18 20:19:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23376,240,NULL,"2020-02-18 20:19:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23377,226,NULL,"2020-02-18 20:19:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23378,221,NULL,"2020-02-18 20:19:00.000000",案内終了,10:15:00.000000,18:25:00.000000,NULL,NULL,NULL
23379,242,NULL,"2020-02-18 20:19:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
23380,241,NULL,"2020-02-18 20:19:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23381,230,NULL,"2020-02-18 20:19:00.000000",案内終了,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
23382,224,NULL,"2020-02-18 20:19:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23383,219,NULL,"2020-02-18 20:19:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23421,234,NULL,"2020-02-18 20:20:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23422,202,NULL,"2020-02-18 20:20:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23423,222,NULL,"2020-02-18 20:20:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23424,236,NULL,"2020-02-18 20:20:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23425,235,NULL,"2020-02-18 20:20:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23426,220,NULL,"2020-02-18 20:20:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23427,239,NULL,"2020-02-18 20:20:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23428,238,NULL,"2020-02-18 20:20:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23429,223,NULL,"2020-02-18 20:20:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23430,243,NULL,"2020-02-18 20:20:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23431,246,NULL,"2020-02-18 20:20:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23432,232,NULL,"2020-02-18 20:20:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23433,231,NULL,"2020-02-18 20:20:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23434,228,NULL,"2020-02-18 20:20:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23435,227,NULL,"2020-02-18 20:20:00.000000",案内終了,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
23436,229,NULL,"2020-02-18 20:20:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23437,218,NULL,"2020-02-18 20:20:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23438,247,NULL,"2020-02-18 20:20:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23439,233,NULL,"2020-02-18 20:20:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
23440,244,NULL,"2020-02-18 20:20:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23441,245,NULL,"2020-02-18 20:20:00.000000",案内終了,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
23442,237,NULL,"2020-02-18 20:20:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23443,240,NULL,"2020-02-18 20:20:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23444,226,NULL,"2020-02-18 20:20:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23445,221,NULL,"2020-02-18 20:20:00.000000",案内終了,10:15:00.000000,18:25:00.000000,NULL,NULL,NULL
23446,242,NULL,"2020-02-18 20:20:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
23447,241,NULL,"2020-02-18 20:20:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23448,230,NULL,"2020-02-18 20:20:00.000000",案内終了,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
23449,224,NULL,"2020-02-18 20:20:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23450,219,NULL,"2020-02-18 20:20:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23488,234,NULL,"2020-02-18 20:21:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23489,202,NULL,"2020-02-18 20:21:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23490,222,NULL,"2020-02-18 20:21:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23491,236,NULL,"2020-02-18 20:21:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23492,235,NULL,"2020-02-18 20:21:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23493,220,NULL,"2020-02-18 20:21:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23494,239,NULL,"2020-02-18 20:21:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23495,238,NULL,"2020-02-18 20:21:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23496,223,NULL,"2020-02-18 20:21:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23497,243,NULL,"2020-02-18 20:21:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23498,246,NULL,"2020-02-18 20:21:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23499,232,NULL,"2020-02-18 20:21:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23500,231,NULL,"2020-02-18 20:21:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23501,228,NULL,"2020-02-18 20:21:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23502,227,NULL,"2020-02-18 20:21:00.000000",案内終了,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
23503,229,NULL,"2020-02-18 20:21:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23504,218,NULL,"2020-02-18 20:21:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23505,247,NULL,"2020-02-18 20:21:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23506,233,NULL,"2020-02-18 20:21:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
23507,244,NULL,"2020-02-18 20:21:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23508,245,NULL,"2020-02-18 20:21:00.000000",案内終了,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
23509,237,NULL,"2020-02-18 20:21:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23510,240,NULL,"2020-02-18 20:21:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23511,226,NULL,"2020-02-18 20:21:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23512,221,NULL,"2020-02-18 20:21:00.000000",案内終了,10:15:00.000000,18:25:00.000000,NULL,NULL,NULL
23513,242,NULL,"2020-02-18 20:21:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
23514,241,NULL,"2020-02-18 20:21:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23515,230,NULL,"2020-02-18 20:21:00.000000",案内終了,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
23516,224,NULL,"2020-02-18 20:21:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23517,219,NULL,"2020-02-18 20:21:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23555,234,NULL,"2020-02-18 20:22:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23556,202,NULL,"2020-02-18 20:22:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23557,222,NULL,"2020-02-18 20:22:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23558,236,NULL,"2020-02-18 20:22:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23559,235,NULL,"2020-02-18 20:22:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23560,220,NULL,"2020-02-18 20:22:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23561,239,NULL,"2020-02-18 20:22:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23562,238,NULL,"2020-02-18 20:22:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23563,223,NULL,"2020-02-18 20:22:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23564,243,NULL,"2020-02-18 20:22:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23565,246,NULL,"2020-02-18 20:22:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23566,232,NULL,"2020-02-18 20:22:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23567,231,NULL,"2020-02-18 20:22:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23568,228,NULL,"2020-02-18 20:22:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23569,227,NULL,"2020-02-18 20:22:00.000000",案内終了,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
23570,229,NULL,"2020-02-18 20:22:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23571,218,NULL,"2020-02-18 20:22:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23572,247,NULL,"2020-02-18 20:22:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23573,233,NULL,"2020-02-18 20:22:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
23574,244,NULL,"2020-02-18 20:22:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23575,245,NULL,"2020-02-18 20:22:00.000000",案内終了,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
23576,237,NULL,"2020-02-18 20:22:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23577,240,NULL,"2020-02-18 20:22:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23578,226,NULL,"2020-02-18 20:22:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23579,221,NULL,"2020-02-18 20:22:00.000000",案内終了,10:15:00.000000,18:25:00.000000,NULL,NULL,NULL
23580,242,NULL,"2020-02-18 20:22:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
23581,241,NULL,"2020-02-18 20:22:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23582,230,NULL,"2020-02-18 20:22:00.000000",案内終了,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
23583,224,NULL,"2020-02-18 20:22:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23584,219,NULL,"2020-02-18 20:22:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23622,234,NULL,"2020-02-18 20:22:59.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23623,202,NULL,"2020-02-18 20:22:59.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23624,222,NULL,"2020-02-18 20:22:59.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23625,236,NULL,"2020-02-18 20:22:59.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23626,235,NULL,"2020-02-18 20:22:59.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23627,220,NULL,"2020-02-18 20:22:59.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23628,239,NULL,"2020-02-18 20:22:59.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23629,238,NULL,"2020-02-18 20:22:59.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23630,223,NULL,"2020-02-18 20:22:59.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23631,243,NULL,"2020-02-18 20:22:59.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23632,246,NULL,"2020-02-18 20:22:59.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23633,232,NULL,"2020-02-18 20:22:59.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23634,231,NULL,"2020-02-18 20:22:59.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23635,228,NULL,"2020-02-18 20:22:59.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23636,227,NULL,"2020-02-18 20:22:59.000000",案内終了,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
23637,229,NULL,"2020-02-18 20:22:59.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23638,218,NULL,"2020-02-18 20:22:59.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23639,247,NULL,"2020-02-18 20:22:59.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23640,233,NULL,"2020-02-18 20:22:59.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
23641,244,NULL,"2020-02-18 20:22:59.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23642,245,NULL,"2020-02-18 20:22:59.000000",案内終了,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
23643,237,NULL,"2020-02-18 20:22:59.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23644,240,NULL,"2020-02-18 20:22:59.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23645,226,NULL,"2020-02-18 20:22:59.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23646,221,NULL,"2020-02-18 20:22:59.000000",案内終了,10:15:00.000000,18:25:00.000000,NULL,NULL,NULL
23647,242,NULL,"2020-02-18 20:22:59.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
23648,241,NULL,"2020-02-18 20:22:59.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23649,230,NULL,"2020-02-18 20:22:59.000000",案内終了,10:00:00.000000,16:45:00.000000,NULL,NULL,NULL
23650,224,NULL,"2020-02-18 20:22:59.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23651,219,NULL,"2020-02-18 20:22:59.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23689,234,NULL,"2020-02-18 20:24:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23690,202,NULL,"2020-02-18 20:24:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23691,222,NULL,"2020-02-18 20:24:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23692,236,NULL,"2020-02-18 20:24:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23693,235,NULL,"2020-02-18 20:24:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23694,220,NULL,"2020-02-18 20:24:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23695,239,NULL,"2020-02-18 20:24:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23696,238,NULL,"2020-02-18 20:24:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23697,223,NULL,"2020-02-18 20:24:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23698,243,NULL,"2020-02-18 20:24:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23699,246,NULL,"2020-02-18 20:24:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23700,232,NULL,"2020-02-18 20:24:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23701,231,NULL,"2020-02-18 20:24:00.000000",案内終了,10:30:00.000000,19:00:00.000000,NULL,NULL,NULL
23702,228,NULL,"2020-02-18 20:24:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23703,227,NULL,"2020-02-18 20:24:00.000000",案内終了,10:00:00.000000,16:30:00.000000,NULL,NULL,NULL
23704,229,NULL,"2020-02-18 20:24:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23705,218,NULL,"2020-02-18 20:24:00.000000",ファストパスエントランスのみ案内中,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23706,247,NULL,"2020-02-18 20:24:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23707,233,NULL,"2020-02-18 20:24:00.000000",運営・公演中止,NULL,NULL,NULL,NULL,NULL
23708,244,NULL,"2020-02-18 20:24:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
23709,245,NULL,"2020-02-18 20:24:00.000000",案内終了,12:00:00.000000,16:00:00.000000,NULL,NULL,NULL
23710,237,NULL,"2020-02-18 20:24:00.000000",案内終了,10:00:00.000000,19:00:00.000000,NULL,NULL,NULL
